FMCG Category,Order Region,Budget Month,Budgeted Sales,Budgeted Cost
Dairy & Chilled,Canada,2016-08-01,38.48,28.86
Dairy & Chilled,Canada,2016-09-01,36.38,27.28
Dairy & Chilled,Canada,2016-10-01,37.58,28.18
Dairy & Chilled,Canada,2016-11-01,36.73,27.55
Dairy & Chilled,Canada,2016-12-01,37.49,28.12
Dairy & Chilled,Canada,2017-01-01,41.74,31.31
Dairy & Chilled,Canada,2017-02-01,37.91,28.44
Dairy & Chilled,Canada,2017-03-01,38.92,29.19
Dairy & Chilled,Canada,2017-04-01,41.98,31.48
Dairy & Chilled,Canada,2017-05-01,38.53,28.9
Dairy & Chilled,Canada,2017-06-01,39.26,29.44
Dairy & Chilled,Canada,2017-07-01,39.57,29.68
Dairy & Chilled,Canada,2017-08-01,41.14,30.85
Dairy & Chilled,Canada,2017-09-01,42.61,31.96
Dairy & Chilled,Canada,2017-10-01,40.25,30.18
Dairy & Chilled,Canada,2017-11-01,40.62,30.46
Dairy & Chilled,Canada,2017-12-01,42.5,31.87
Dairy & Chilled,Canada,2018-01-01,43.37,32.53
Dairy & Chilled,Southern Africa,2015-01-01,43.24,32.43
Dairy & Chilled,Southern Africa,2015-02-01,45.68,34.26
Dairy & Chilled,Southern Africa,2015-03-01,43.27,32.46
Dairy & Chilled,Southern Africa,2015-04-01,42.21,31.66
Dairy & Chilled,Southern Africa,2015-05-01,42.93,32.2
Dairy & Chilled,Southern Africa,2015-06-01,43.45,32.59
Dairy & Chilled,Southern Africa,2015-07-01,44.11,33.08
Dairy & Chilled,Southern Africa,2015-08-01,43.02,32.27
Dairy & Chilled,Southern Africa,2015-09-01,45.6,34.2
Dairy & Chilled,Southern Africa,2015-10-01,43.62,32.71
Dairy & Chilled,Southern Africa,2015-11-01,46.46,34.85
Dairy & Chilled,Southern Africa,2015-12-01,46.37,34.78
Dairy & Chilled,Southern Africa,2016-01-01,48.08,36.06
Dairy & Chilled,Southern Africa,2016-02-01,49.05,36.79
Dairy & Chilled,Southern Africa,2016-03-01,44.87,33.65
Dairy & Chilled,Southern Africa,2016-04-01,44.26,33.2
Dairy & Chilled,Southern Africa,2016-05-01,45.53,34.15
Dairy & Chilled,Southern Africa,2016-06-01,46.85,35.13
Dairy & Chilled,Southern Africa,2016-07-01,44.81,33.61
Dairy & Chilled,Southern Africa,2016-08-01,47.65,35.74
Dairy & Chilled,Southern Africa,2016-09-01,46.87,35.15
Dairy & Chilled,Southern Africa,2016-10-01,44.46,33.34
Dairy & Chilled,Southern Africa,2016-11-01,44.32,33.24
Dairy & Chilled,Southern Africa,2016-12-01,46.48,34.86
Dairy & Chilled,Southern Africa,2017-01-01,50.82,38.11
Dairy & Chilled,Southern Africa,2017-02-01,46.25,34.69
Dairy & Chilled,Southern Africa,2017-03-01,50.21,37.66
Dairy & Chilled,Southern Africa,2017-04-01,48.86,36.64
Dairy & Chilled,Southern Africa,2017-05-01,51.26,38.44
Dairy & Chilled,Southern Africa,2017-06-01,50.11,37.58
Dairy & Chilled,Southern Africa,2017-07-01,46.22,34.67
Dairy & Chilled,Southern Africa,2017-08-01,51.49,38.62
Dairy & Chilled,Southern Africa,2017-09-01,48.93,36.7
Dairy & Chilled,Southern Africa,2017-10-01,51.08,38.31
Dairy & Chilled,Southern Africa,2017-11-01,48.14,36.1
Dairy & Chilled,Southern Africa,2017-12-01,45.98,34.49
Dairy & Chilled,Southern Africa,2018-01-01,53.79,40.34
Dairy & Chilled,Central Asia,2015-01-01,20.45,15.34
Dairy & Chilled,Central Asia,2015-02-01,20.53,15.4
Dairy & Chilled,Central Asia,2015-03-01,22.12,16.59
Dairy & Chilled,Central Asia,2015-04-01,22.24,16.68
Dairy & Chilled,Central Asia,2015-05-01,21.76,16.32
Dairy & Chilled,Central Asia,2015-06-01,21.95,16.46
Dairy & Chilled,Central Asia,2015-07-01,21.48,16.11
Dairy & Chilled,Central Asia,2015-08-01,21.15,15.86
Dairy & Chilled,Central Asia,2015-09-01,20.36,15.27
Dairy & Chilled,Central Asia,2015-10-01,20.49,15.37
Dairy & Chilled,Central Asia,2015-11-01,22.09,16.56
Dairy & Chilled,Central Asia,2015-12-01,21.67,16.26
Dairy & Chilled,Central Asia,2016-01-01,21.85,16.39
Dairy & Chilled,Central Asia,2016-02-01,21.19,15.9
Dairy & Chilled,Central Asia,2016-03-01,21.2,15.9
Dairy & Chilled,Central Asia,2016-04-01,21.54,16.15
Dairy & Chilled,Central Asia,2016-05-01,21.09,15.82
Dairy & Chilled,Central Asia,2016-06-01,21.68,16.26
Dairy & Chilled,Central Asia,2016-07-01,20.92,15.69
Dairy & Chilled,Central Asia,2016-08-01,23.33,17.5
Dairy & Chilled,Central Asia,2016-09-01,23.33,17.5
Dairy & Chilled,Central Asia,2016-10-01,21.85,16.38
Dairy & Chilled,Central Asia,2016-11-01,21.87,16.4
Dairy & Chilled,Central Asia,2016-12-01,21.57,16.17
Dairy & Chilled,Central Asia,2017-01-01,22.17,16.63
Dairy & Chilled,Central Asia,2017-02-01,24.1,18.07
Dairy & Chilled,Central Asia,2017-03-01,22.5,16.87
Dairy & Chilled,Central Asia,2017-04-01,24.47,18.35
Dairy & Chilled,Central Asia,2017-05-01,23.14,17.35
Dairy & Chilled,Central Asia,2017-06-01,22.85,17.14
Dairy & Chilled,Central Asia,2017-07-01,23.27,17.45
Dairy & Chilled,Central Asia,2017-08-01,24.0,18.0
Dairy & Chilled,Central Asia,2017-09-01,23.48,17.61
Dairy & Chilled,Central Asia,2017-10-01,22.46,16.84
Dairy & Chilled,Central Asia,2017-11-01,24.39,18.29
Dairy & Chilled,Central Asia,2017-12-01,23.42,17.56
Dairy & Chilled,Central Asia,2018-01-01,23.39,17.54
Dairy & Chilled,Eastern Europe,2015-01-01,153.81,115.36
Dairy & Chilled,Eastern Europe,2015-02-01,140.91,105.68
Dairy & Chilled,Eastern Europe,2015-03-01,146.73,110.05
Dairy & Chilled,Eastern Europe,2015-04-01,147.81,110.86
Dairy & Chilled,Eastern Europe,2015-05-01,140.69,105.52
Dairy & Chilled,Eastern Europe,2015-06-01,145.95,109.46
Dairy & Chilled,Eastern Europe,2015-07-01,156.73,117.55
Dairy & Chilled,Eastern Europe,2015-08-01,151.24,113.43
Dairy & Chilled,Eastern Europe,2015-09-01,144.74,108.56
Dairy & Chilled,Eastern Europe,2015-10-01,142.1,106.58
Dairy & Chilled,Eastern Europe,2015-11-01,153.35,115.02
Dairy & Chilled,Eastern Europe,2015-12-01,147.66,110.75
Dairy & Chilled,Eastern Europe,2016-01-01,150.07,112.55
Dairy & Chilled,Eastern Europe,2016-02-01,165.37,124.02
Dairy & Chilled,Eastern Europe,2016-03-01,150.55,112.92
Dairy & Chilled,Eastern Europe,2016-04-01,163.03,122.27
Dairy & Chilled,Eastern Europe,2016-05-01,159.81,119.85
Dairy & Chilled,Eastern Europe,2016-06-01,148.22,111.16
Dairy & Chilled,Eastern Europe,2016-07-01,153.81,115.36
Dairy & Chilled,Eastern Europe,2016-08-01,162.66,121.99
Dairy & Chilled,Eastern Europe,2016-09-01,159.11,119.33
Dairy & Chilled,Eastern Europe,2016-10-01,149.71,112.28
Dairy & Chilled,Eastern Europe,2016-11-01,151.53,113.65
Dairy & Chilled,Eastern Europe,2016-12-01,156.33,117.25
Dairy & Chilled,Eastern Europe,2017-01-01,156.05,117.04
Dairy & Chilled,Eastern Europe,2017-02-01,160.76,120.57
Dairy & Chilled,Eastern Europe,2017-03-01,167.11,125.33
Dairy & Chilled,Eastern Europe,2017-04-01,155.64,116.73
Dairy & Chilled,Eastern Europe,2017-05-01,169.71,127.28
Dairy & Chilled,Eastern Europe,2017-06-01,165.34,124.01
Dairy & Chilled,Eastern Europe,2017-07-01,170.94,128.21
Dairy & Chilled,Eastern Europe,2017-08-01,169.29,126.97
Dairy & Chilled,Eastern Europe,2017-09-01,164.17,123.13
Dairy & Chilled,Eastern Europe,2017-10-01,155.41,116.56
Dairy & Chilled,Eastern Europe,2017-11-01,159.2,119.4
Dairy & Chilled,Eastern Europe,2017-12-01,159.39,119.54
Dairy & Chilled,Eastern Europe,2018-01-01,175.65,131.74
Dairy & Chilled,South of USA,2015-01-01,155.07,116.3
Dairy & Chilled,South of USA,2015-02-01,148.74,111.55
Dairy & Chilled,South of USA,2015-03-01,145.96,109.47
Dairy & Chilled,South of USA,2015-04-01,158.1,118.58
Dairy & Chilled,South of USA,2015-05-01,161.16,120.87
Dairy & Chilled,South of USA,2015-06-01,160.47,120.35
Dairy & Chilled,South of USA,2015-07-01,158.29,118.72
Dairy & Chilled,South of USA,2015-08-01,148.27,111.2
Dairy & Chilled,South of USA,2015-09-01,147.12,110.34
Dairy & Chilled,South of USA,2015-10-01,158.49,118.87
Dairy & Chilled,South of USA,2015-11-01,155.8,116.85
Dairy & Chilled,South of USA,2015-12-01,149.59,112.2
Dairy & Chilled,South of USA,2016-01-01,162.02,121.52
Dairy & Chilled,South of USA,2016-02-01,170.36,127.77
Dairy & Chilled,South of USA,2016-03-01,154.4,115.8
Dairy & Chilled,South of USA,2016-04-01,163.75,122.82
Dairy & Chilled,South of USA,2016-05-01,170.07,127.55
Dairy & Chilled,South of USA,2016-06-01,158.73,119.05
Dairy & Chilled,South of USA,2016-07-01,171.43,128.57
Dairy & Chilled,South of USA,2016-08-01,156.92,117.69
Dairy & Chilled,South of USA,2016-09-01,157.17,117.87
Dairy & Chilled,South of USA,2016-10-01,153.01,114.76
Dairy & Chilled,South of USA,2016-11-01,157.18,117.89
Dairy & Chilled,South of USA,2016-12-01,161.72,121.29
Dairy & Chilled,South of USA,2017-01-01,169.29,126.97
Dairy & Chilled,South of USA,2017-02-01,178.39,133.79
Dairy & Chilled,South of USA,2017-03-01,165.57,124.18
Dairy & Chilled,South of USA,2017-04-01,162.12,121.59
Dairy & Chilled,South of USA,2017-05-01,169.32,126.99
Dairy & Chilled,South of USA,2017-06-01,170.26,127.7
Dairy & Chilled,South of USA,2017-07-01,160.26,120.2
Dairy & Chilled,South of USA,2017-08-01,173.88,130.41
Dairy & Chilled,South of USA,2017-09-01,178.42,133.81
Dairy & Chilled,South of USA,2017-10-01,166.85,125.13
Dairy & Chilled,South of USA,2017-11-01,171.3,128.47
Dairy & Chilled,South of USA,2017-12-01,178.26,133.69
Dairy & Chilled,South of USA,2018-01-01,184.27,138.21
Pet Care,Southeast Asia,2015-01-01,123.13,92.35
Pet Care,Southeast Asia,2015-02-01,116.43,87.32
Pet Care,Southeast Asia,2015-03-01,117.83,88.37
Pet Care,Southeast Asia,2015-04-01,120.23,90.17
Pet Care,Southeast Asia,2015-05-01,123.73,92.8
Pet Care,Southeast Asia,2015-06-01,117.93,88.45
Pet Care,Southeast Asia,2015-07-01,115.95,86.96
Pet Care,Southeast Asia,2015-08-01,129.0,96.75
Pet Care,Southeast Asia,2015-09-01,126.66,94.99
Pet Care,Southeast Asia,2015-10-01,124.47,93.35
Pet Care,Southeast Asia,2015-11-01,125.39,94.04
Pet Care,Southeast Asia,2015-12-01,127.24,95.43
Pet Care,Southeast Asia,2016-01-01,134.1,100.58
Pet Care,Southeast Asia,2016-02-01,122.77,92.08
Pet Care,Southeast Asia,2016-03-01,124.28,93.21
Pet Care,Southeast Asia,2016-04-01,135.48,101.61
Pet Care,Southeast Asia,2016-05-01,127.09,95.32
Pet Care,Southeast Asia,2016-06-01,122.63,91.97
Pet Care,Southeast Asia,2016-07-01,131.01,98.26
Pet Care,Southeast Asia,2016-08-01,127.8,95.85
Pet Care,Southeast Asia,2016-09-01,124.74,93.56
Pet Care,Southeast Asia,2016-10-01,125.86,94.4
Pet Care,Southeast Asia,2016-11-01,131.48,98.61
Pet Care,Southeast Asia,2016-12-01,124.86,93.65
Pet Care,Southeast Asia,2017-01-01,141.07,105.81
Pet Care,Southeast Asia,2017-02-01,129.2,96.9
Pet Care,Southeast Asia,2017-03-01,139.39,104.54
Pet Care,Southeast Asia,2017-04-01,130.34,97.75
Pet Care,Southeast Asia,2017-05-01,142.11,106.58
Pet Care,Southeast Asia,2017-06-01,126.88,95.16
Pet Care,Southeast Asia,2017-07-01,129.59,97.2
Pet Care,Southeast Asia,2017-08-01,127.05,95.28
Pet Care,Southeast Asia,2017-09-01,139.82,104.87
Pet Care,Southeast Asia,2017-10-01,131.96,98.97
Pet Care,Southeast Asia,2017-11-01,133.41,100.06
Pet Care,Southeast Asia,2017-12-01,130.54,97.91
Pet Care,Southeast Asia,2018-01-01,138.42,103.81
Pet Care,South Asia,2015-01-01,103.93,77.95
Pet Care,South Asia,2015-02-01,101.44,76.08
Pet Care,South Asia,2015-03-01,97.38,73.03
Pet Care,South Asia,2015-04-01,93.36,70.02
Pet Care,South Asia,2015-05-01,94.22,70.67
Pet Care,South Asia,2015-06-01,97.39,73.04
Pet Care,South Asia,2015-07-01,96.37,72.28
Pet Care,South Asia,2015-08-01,100.74,75.56
Pet Care,South Asia,2015-09-01,100.14,75.11
Pet Care,South Asia,2015-10-01,94.95,71.21
Pet Care,South Asia,2015-11-01,98.91,74.18
Pet Care,South Asia,2015-12-01,102.32,76.74
Pet Care,South Asia,2016-01-01,98.3,73.73
Pet Care,South Asia,2016-02-01,101.98,76.49
Pet Care,South Asia,2016-03-01,101.06,75.79
Pet Care,South Asia,2016-04-01,107.94,80.95
Pet Care,South Asia,2016-05-01,103.6,77.7
Pet Care,South Asia,2016-06-01,106.88,80.16
Pet Care,South Asia,2016-07-01,106.71,80.03
Pet Care,South Asia,2016-08-01,108.14,81.1
Pet Care,South Asia,2016-09-01,101.01,75.76
Pet Care,South Asia,2016-10-01,107.18,80.39
Pet Care,South Asia,2016-11-01,106.99,80.24
Pet Care,South Asia,2016-12-01,97.94,73.45
Pet Care,South Asia,2017-01-01,108.78,81.59
Pet Care,South Asia,2017-02-01,111.27,83.45
Pet Care,South Asia,2017-03-01,110.64,82.98
Pet Care,South Asia,2017-04-01,114.4,85.8
Pet Care,South Asia,2017-05-01,105.74,79.31
Pet Care,South Asia,2017-06-01,111.34,83.51
Pet Care,South Asia,2017-07-01,110.71,83.03
Pet Care,South Asia,2017-08-01,109.17,81.88
Pet Care,South Asia,2017-09-01,112.16,84.12
Pet Care,South Asia,2017-10-01,106.99,80.24
Pet Care,South Asia,2017-11-01,111.37,83.53
Pet Care,South Asia,2017-12-01,108.74,81.55
Pet Care,South Asia,2018-01-01,112.56,84.42
Pet Care,Oceania,2015-01-01,125.66,94.24
Pet Care,Oceania,2015-02-01,130.91,98.18
Pet Care,Oceania,2015-03-01,135.93,101.95
Pet Care,Oceania,2015-04-01,125.13,93.84
Pet Care,Oceania,2015-05-01,135.79,101.84
Pet Care,Oceania,2015-06-01,123.42,92.57
Pet Care,Oceania,2015-07-01,137.53,103.15
Pet Care,Oceania,2015-08-01,129.41,97.05
Pet Care,Oceania,2015-09-01,128.64,96.48
Pet Care,Oceania,2015-10-01,135.38,101.54
Pet Care,Oceania,2015-11-01,123.94,92.95
Pet Care,Oceania,2015-12-01,123.13,92.35
Pet Care,Oceania,2016-01-01,141.93,106.45
Pet Care,Oceania,2016-02-01,131.76,98.82
Pet Care,Oceania,2016-03-01,134.18,100.63
Pet Care,Oceania,2016-04-01,141.87,106.41
Pet Care,Oceania,2016-05-01,138.56,103.92
Pet Care,Oceania,2016-06-01,140.37,105.28
Pet Care,Oceania,2016-07-01,144.38,108.29
Pet Care,Oceania,2016-08-01,131.78,98.83
Pet Care,Oceania,2016-09-01,135.77,101.83
Pet Care,Oceania,2016-10-01,128.51,96.39
Pet Care,Oceania,2016-11-01,142.79,107.09
Pet Care,Oceania,2016-12-01,142.84,107.13
Pet Care,Oceania,2017-01-01,147.55,110.67
Pet Care,Oceania,2017-02-01,138.26,103.69
Pet Care,Oceania,2017-03-01,146.48,109.86
Pet Care,Oceania,2017-04-01,143.39,107.54
Pet Care,Oceania,2017-05-01,142.71,107.03
Pet Care,Oceania,2017-06-01,142.14,106.61
Pet Care,Oceania,2017-07-01,134.89,101.17
Pet Care,Oceania,2017-08-01,137.4,103.05
Pet Care,Oceania,2017-09-01,135.43,101.58
Pet Care,Oceania,2017-10-01,147.16,110.37
Pet Care,Oceania,2017-11-01,150.26,112.69
Pet Care,Oceania,2017-12-01,137.1,102.83
Pet Care,Oceania,2018-01-01,156.06,117.05
Pet Care,Eastern Asia,2015-01-01,89.77,67.33
Pet Care,Eastern Asia,2015-02-01,88.92,66.69
Pet Care,Eastern Asia,2015-03-01,91.03,68.27
Pet Care,Eastern Asia,2015-04-01,96.56,72.42
Pet Care,Eastern Asia,2015-05-01,88.51,66.38
Pet Care,Eastern Asia,2015-06-01,89.57,67.18
Pet Care,Eastern Asia,2015-07-01,96.82,72.61
Pet Care,Eastern Asia,2015-08-01,88.5,66.38
Pet Care,Eastern Asia,2015-09-01,97.15,72.86
Pet Care,Eastern Asia,2015-10-01,97.56,73.17
Pet Care,Eastern Asia,2015-11-01,94.37,70.78
Pet Care,Eastern Asia,2015-12-01,91.11,68.33
Pet Care,Eastern Asia,2016-01-01,99.22,74.42
Pet Care,Eastern Asia,2016-02-01,100.38,75.28
Pet Care,Eastern Asia,2016-03-01,93.65,70.23
Pet Care,Eastern Asia,2016-04-01,92.92,69.69
Pet Care,Eastern Asia,2016-05-01,96.72,72.54
Pet Care,Eastern Asia,2016-06-01,98.64,73.98
Pet Care,Eastern Asia,2016-07-01,103.14,77.36
Pet Care,Eastern Asia,2016-08-01,101.93,76.44
Pet Care,Eastern Asia,2016-09-01,99.92,74.94
Pet Care,Eastern Asia,2016-10-01,101.98,76.48
Pet Care,Eastern Asia,2016-11-01,96.37,72.27
Pet Care,Eastern Asia,2016-12-01,102.56,76.92
Pet Care,Eastern Asia,2017-01-01,106.14,79.6
Pet Care,Eastern Asia,2017-02-01,100.59,75.44
Pet Care,Eastern Asia,2017-03-01,104.13,78.1
Pet Care,Eastern Asia,2017-04-01,101.4,76.05
Pet Care,Eastern Asia,2017-05-01,100.8,75.6
Pet Care,Eastern Asia,2017-06-01,108.25,81.19
Pet Care,Eastern Asia,2017-07-01,105.84,79.38
Pet Care,Eastern Asia,2017-08-01,103.5,77.63
Pet Care,Eastern Asia,2017-09-01,107.8,80.85
Pet Care,Eastern Asia,2017-10-01,107.93,80.95
Pet Care,Eastern Asia,2017-11-01,97.88,73.41
Pet Care,Eastern Asia,2017-12-01,97.83,73.37
Pet Care,Eastern Asia,2018-01-01,113.85,85.39
Pet Care,West Asia,2015-01-01,73.98,55.48
Pet Care,West Asia,2015-02-01,75.36,56.52
Pet Care,West Asia,2015-03-01,77.32,57.99
Pet Care,West Asia,2015-04-01,74.69,56.01
Pet Care,West Asia,2015-05-01,81.36,61.02
Pet Care,West Asia,2015-06-01,76.73,57.55
Pet Care,West Asia,2015-07-01,78.03,58.52
Pet Care,West Asia,2015-08-01,80.44,60.33
Pet Care,West Asia,2015-09-01,76.11,57.08
Pet Care,West Asia,2015-10-01,79.65,59.74
Pet Care,West Asia,2015-11-01,81.4,61.05
Pet Care,West Asia,2015-12-01,79.43,59.57
Pet Care,West Asia,2016-01-01,81.5,61.13
Pet Care,West Asia,2016-02-01,83.34,62.5
Pet Care,West Asia,2016-03-01,76.25,57.19
Pet Care,West Asia,2016-04-01,85.05,63.79
Pet Care,West Asia,2016-05-01,82.25,61.69
Pet Care,West Asia,2016-06-01,76.52,57.39
Pet Care,West Asia,2016-07-01,80.23,60.17
Pet Care,West Asia,2016-08-01,81.7,61.27
Pet Care,West Asia,2016-09-01,78.32,58.74
Pet Care,West Asia,2016-10-01,77.27,57.95
Pet Care,West Asia,2016-11-01,82.47,61.86
Pet Care,West Asia,2016-12-01,85.25,63.94
Pet Care,West Asia,2017-01-01,84.57,63.43
Pet Care,West Asia,2017-02-01,86.97,65.23
Pet Care,West Asia,2017-03-01,82.2,61.65
Pet Care,West Asia,2017-04-01,88.23,66.17
Pet Care,West Asia,2017-05-01,89.79,67.34
Pet Care,West Asia,2017-06-01,86.4,64.8
Pet Care,West Asia,2017-07-01,84.29,63.22
Pet Care,West Asia,2017-08-01,81.07,60.8
Pet Care,West Asia,2017-09-01,89.02,66.77
Pet Care,West Asia,2017-10-01,83.25,62.44
Pet Care,West Asia,2017-11-01,88.45,66.34
Pet Care,West Asia,2017-12-01,80.03,60.02
Pet Care,West Asia,2018-01-01,87.95,65.96
Pet Care,Western Europe,2015-01-01,359.39,269.54
Pet Care,Western Europe,2015-02-01,332.33,249.25
Pet Care,Western Europe,2015-03-01,328.85,246.64
Pet Care,Western Europe,2015-04-01,338.61,253.96
Pet Care,Western Europe,2015-05-01,355.96,266.97
Pet Care,Western Europe,2015-06-01,343.13,257.35
Pet Care,Western Europe,2015-07-01,351.6,263.7
Pet Care,Western Europe,2015-08-01,355.21,266.41
Pet Care,Western Europe,2015-09-01,329.56,247.17
Pet Care,Western Europe,2015-10-01,332.99,249.74
Pet Care,Western Europe,2015-11-01,342.29,256.72
Pet Care,Western Europe,2015-12-01,334.98,251.23
Pet Care,Western Europe,2016-01-01,373.0,279.75
Pet Care,Western Europe,2016-02-01,355.49,266.61
Pet Care,Western Europe,2016-03-01,370.09,277.57
Pet Care,Western Europe,2016-04-01,373.44,280.08
Pet Care,Western Europe,2016-05-01,375.77,281.83
Pet Care,Western Europe,2016-06-01,378.69,284.02
Pet Care,Western Europe,2016-07-01,371.42,278.56
Pet Care,Western Europe,2016-08-01,357.71,268.29
Pet Care,Western Europe,2016-09-01,343.81,257.86
Pet Care,Western Europe,2016-10-01,355.95,266.96
Pet Care,Western Europe,2016-11-01,373.4,280.05
Pet Care,Western Europe,2016-12-01,385.11,288.83
Pet Care,Western Europe,2017-01-01,361.25,270.93
Pet Care,Western Europe,2017-02-01,368.44,276.33
Pet Care,Western Europe,2017-03-01,365.44,274.08
Pet Care,Western Europe,2017-04-01,365.55,274.16
Pet Care,Western Europe,2017-05-01,368.42,276.31
Pet Care,Western Europe,2017-06-01,382.47,286.86
Pet Care,Western Europe,2017-07-01,377.13,282.85
Pet Care,Western Europe,2017-08-01,404.09,303.07
Pet Care,Western Europe,2017-09-01,360.49,270.37
Pet Care,Western Europe,2017-10-01,398.26,298.69
Pet Care,Western Europe,2017-11-01,385.77,289.33
Pet Care,Western Europe,2017-12-01,370.93,278.2
Pet Care,Western Europe,2018-01-01,416.47,312.35
Pet Care,Central America,2015-01-01,382.38,286.79
Pet Care,Central America,2015-02-01,341.32,255.99
Pet Care,Central America,2015-03-01,383.12,287.34
Pet Care,Central America,2015-04-01,343.59,257.7
Pet Care,Central America,2015-05-01,346.55,259.91
Pet Care,Central America,2015-06-01,357.63,268.22
Pet Care,Central America,2015-07-01,346.61,259.95
Pet Care,Central America,2015-08-01,352.82,264.61
Pet Care,Central America,2015-09-01,367.81,275.86
Pet Care,Central America,2015-10-01,378.27,283.7
Pet Care,Central America,2015-11-01,351.25,263.43
Pet Care,Central America,2015-12-01,378.41,283.81
Pet Care,Central America,2016-01-01,400.77,300.58
Pet Care,Central America,2016-02-01,372.74,279.55
Pet Care,Central America,2016-03-01,390.09,292.57
Pet Care,Central America,2016-04-01,365.03,273.77
Pet Care,Central America,2016-05-01,370.4,277.8
Pet Care,Central America,2016-06-01,395.18,296.38
Pet Care,Central America,2016-07-01,360.53,270.4
Pet Care,Central America,2016-08-01,393.16,294.87
Pet Care,Central America,2016-09-01,402.88,302.16
Pet Care,Central America,2016-10-01,392.26,294.19
Pet Care,Central America,2016-11-01,394.86,296.15
Pet Care,Central America,2016-12-01,359.91,269.93
Pet Care,Central America,2017-01-01,380.08,285.06
Pet Care,Central America,2017-02-01,399.08,299.31
Pet Care,Central America,2017-03-01,403.03,302.27
Pet Care,Central America,2017-04-01,411.91,308.93
Pet Care,Central America,2017-05-01,388.92,291.69
Pet Care,Central America,2017-06-01,377.27,282.95
Pet Care,Central America,2017-07-01,395.91,296.93
Pet Care,Central America,2017-08-01,417.61,313.2
Pet Care,Central America,2017-09-01,397.45,298.08
Pet Care,Central America,2017-10-01,380.37,285.28
Pet Care,Central America,2017-11-01,406.34,304.76
Pet Care,Central America,2017-12-01,405.37,304.03
Pet Care,Central America,2018-01-01,419.18,314.38
Pet Care,South America,2015-01-01,201.15,150.86
Pet Care,South America,2015-02-01,201.06,150.79
Pet Care,South America,2015-03-01,180.27,135.2
Pet Care,South America,2015-04-01,199.06,149.3
Pet Care,South America,2015-05-01,194.06,145.55
Pet Care,South America,2015-06-01,196.0,147.0
Pet Care,South America,2015-07-01,185.54,139.16
Pet Care,South America,2015-08-01,198.57,148.93
Pet Care,South America,2015-09-01,202.29,151.72
Pet Care,South America,2015-10-01,194.14,145.61
Pet Care,South America,2015-11-01,182.02,136.51
Pet Care,South America,2015-12-01,194.79,146.09
Pet Care,South America,2016-01-01,210.41,157.81
Pet Care,South America,2016-02-01,208.76,156.57
Pet Care,South America,2016-03-01,201.39,151.04
Pet Care,South America,2016-04-01,193.33,145.0
Pet Care,South America,2016-05-01,192.17,144.13
Pet Care,South America,2016-06-01,202.83,152.12
Pet Care,South America,2016-07-01,191.16,143.37
Pet Care,South America,2016-08-01,199.45,149.59
Pet Care,South America,2016-09-01,211.11,158.33
Pet Care,South America,2016-10-01,201.88,151.41
Pet Care,South America,2016-11-01,195.94,146.96
Pet Care,South America,2016-12-01,193.4,145.05
Pet Care,South America,2017-01-01,216.68,162.51
Pet Care,South America,2017-02-01,200.08,150.06
Pet Care,South America,2017-03-01,201.48,151.11
Pet Care,South America,2017-04-01,213.29,159.96
Pet Care,South America,2017-05-01,198.52,148.89
Pet Care,South America,2017-06-01,201.37,151.03
Pet Care,South America,2017-07-01,221.09,165.82
Pet Care,South America,2017-08-01,214.54,160.91
Pet Care,South America,2017-09-01,200.6,150.45
Pet Care,South America,2017-10-01,218.53,163.9
Pet Care,South America,2017-11-01,221.06,165.79
Pet Care,South America,2017-12-01,201.53,151.15
Pet Care,South America,2018-01-01,222.14,166.61
Pet Care,Caribbean,2015-01-01,106.19,79.64
Pet Care,Caribbean,2015-02-01,105.62,79.22
Pet Care,Caribbean,2015-03-01,108.3,81.23
Pet Care,Caribbean,2015-04-01,108.62,81.47
Pet Care,Caribbean,2015-05-01,101.88,76.41
Pet Care,Caribbean,2015-06-01,105.13,78.85
Pet Care,Caribbean,2015-07-01,107.98,80.99
Pet Care,Caribbean,2015-08-01,109.58,82.19
Pet Care,Caribbean,2015-09-01,108.1,81.07
Pet Care,Caribbean,2015-10-01,107.57,80.68
Pet Care,Caribbean,2015-11-01,107.7,80.77
Pet Care,Caribbean,2015-12-01,112.43,84.32
Pet Care,Caribbean,2016-01-01,112.92,84.69
Pet Care,Caribbean,2016-02-01,106.07,79.55
Pet Care,Caribbean,2016-03-01,114.79,86.09
Pet Care,Caribbean,2016-04-01,109.05,81.79
Pet Care,Caribbean,2016-05-01,117.03,87.77
Pet Care,Caribbean,2016-06-01,105.98,79.49
Pet Care,Caribbean,2016-07-01,115.44,86.58
Pet Care,Caribbean,2016-08-01,111.3,83.48
Pet Care,Caribbean,2016-09-01,116.76,87.57
Pet Care,Caribbean,2016-10-01,108.03,81.03
Pet Care,Caribbean,2016-11-01,115.43,86.57
Pet Care,Caribbean,2016-12-01,108.6,81.45
Pet Care,Caribbean,2017-01-01,120.79,90.59
Pet Care,Caribbean,2017-02-01,115.25,86.44
Pet Care,Caribbean,2017-03-01,114.56,85.92
Pet Care,Caribbean,2017-04-01,118.24,88.68
Pet Care,Caribbean,2017-05-01,118.16,88.62
Pet Care,Caribbean,2017-06-01,113.02,84.77
Pet Care,Caribbean,2017-07-01,120.11,90.08
Pet Care,Caribbean,2017-08-01,117.32,87.99
Pet Care,Caribbean,2017-09-01,116.07,87.06
Pet Care,Caribbean,2017-10-01,111.73,83.8
